시군명,시설구분명,시장명,전화번호,소재지우편번호,소재지도로명주소,소재지지번주소,WGS84위도,WGS84경도
부천시,전통시장,,032-667-1571,14571,경기도 부천시 부천로96번길 80,경기도 부천시 원미동 119-4,37.49203038,126.7898181
부천시,로컬푸드직매장,부천시흥원예농협 로컬푸드직매장,032-668-2120,14712,경기도 부천시 소사구 심곡로15번길 32,경기도 부천시 소사구 심곡본동 660-1번지,37.4820282411,126.7783548196
부천시,전통시장,,032-677-5992,14409,경기도 부천시 고리울로64번길 27,경기도 부천시 오정구 고강동 407,37.52584383,126.8226996
부천시,전통시장,,032-678-2787,14430,경기도 부천시 성오로 124번길 47,경기도 부천시 원종동 209-5,37.52506508,126.8023169
부천시,전통시장,,032-679-5689,14414,경기도 부천시 원종로85번길 84,경기도 부천시 원종동 296,37.52795189,126.8097229
부천시,전통시장,,032-681-8655,14438,경기도 부천시 부천로 470번길 50,경기도 부천시 오정동 582-30,37.52597405,126.7857048
안양시,전통시장,,053-311-5803,14001,경기도 안양시 만안구 냉천로 196,경기도 안양시 만안구 안양4동 676-44,37.39756839,126.9196682
김포시,전통시장,,,10059,경기도 김포시 양촌읍 양곡1로 42-2,경기도 김포시 양촌읍 양곡리 415-6,37.65446358,126.6238085
부천시,전통시장,,,14715,경기도 부천시 경인로206번길 43,경기도 부천시 심곡본동 659,37.4815768,126.7779879
부천시,전통시장,,,14473,경기도 부천시 삼작로 394,경기도 부천시 원종동 372-1,37.51971159,126.805569
성남시,전통시장,,,13305,경기도 성남시 수정구 수정북로18,경기도 성남시 수정구 태평동 3683,37.44170136,127.1319785
포천시,전통시장,,,11117,경기도 포천시 일동면 화동로 1090-14,경기도 포천시 일동면 1033번지 13-9,37.95977517,127.3194839
성남시,전통시장,,,13376,경기도 성남시 중원구 성남대로 1127,경기도 성남시 중원구 성남동 4182,37.43033963,127.1288869
고양시,전통시장,,,10236,경기도 고양시 일산서구 덕이동 탄중로101번길 13,경기도 고양시 일산서구 덕이동 384-1,37.69302055,126.755787
성남시,전통시장,,,13600,경기도 성남시 분당구 돌마로 366번길 42,경기도 성남시 분당구 수내동 83,37.36718028,127.1267485
성남시,전통시장,,,13520,경기도 성남시 분당구 야탑로 64,경기도 성남시 분당구 야탑동 502,37.40950295,127.1259785
파주시,전통시장,,,10948,경기도 파주시 광탄면 해음로 1120번길,경기도 파주시 광탄면 신산리 222-7,37.78146068,126.8484764
부천시,전통시장,,,14526,경기도 부천시 옥산로154번길 21,경기도 부천시 도당동 276-4,37.50749709,126.7814664
성남시,전통시장,,,13627,경기도 성남시 분당구 돌마로90번길 8,경기도 성남시 분당구 구미동 26-1,37.3492844,127.1117738
파주시,전통시장,,,10937,경기도 파주시 조리읍 봉천로 33-1,경기도 파주시 조리읍 봉일천리 168-4,37.74353082,126.8078476
안양시,전통시장,,,13987,경기도 안양시 만안구 양화로 132-3,경기도 안양시 만안구 박달동 21-8,37.40464622,126.9096186
여주시,전통시장,,,12622,경기도 여주시 세종로14번길 24-1,경기도 여주시 하동 268-4,37.29755119,127.6342892
김포시,전통시장,,,10059,경기도 김포시 양곡1로 54,경기도 김포시 양촌읍 양곡리 419-4 16호,37.65537267,126.6235251
과천시,전통시장,,,13837,경기도 과천시 별양상가 2로 14,경기도 과천시 별양동 1-13,37.42732794,126.9929982
가평군,전통시장,,,12453,경기도 가평군 청평면 시장중앙로19,경기도 가평군 청평면 청평리 81-2,37.73476579,127.4158609
성남시,전통시장,,,13589,경기도 성남시 분당구 중앙공원로40번길 42,경기도 성남시 분당구 서현동 94-3,37.37818238,127.1323819
부천시,전통시장,,,14762,경기도 부천시 은성로68번길 46,경기도 부천시 소사본동 200-1,37.47312398,126.7980162
안성시,전통시장,,,17529,경기도 안성시 일죽면 금일로 467 일원,경기도 안성시 일죽면 송천리 15-18,37.09336891,127.4784223
안산시,전통시장,,,15541,경기도 안산시 상록구 반석로 54,경기도 안산시 상록구 본오동 871번지,37.29647466,126.8658209
가평군,전통시장,,,12419,경기도 가평군 가평읍 장터2길12 204호,경기도 가평군 읍내리 405,37.82976594,127.5148873
파주시,전통시장,,,10948,경기도 파주시 광탄면 혜음로 1120번길 22,경기도 파주시 광탄면 신산리 221-8,37.782166,126.8484730
파주시,전통시장,,,10937,경기도 파주시 조리읍 봉천로 37-13,경기도 파주시 봉일천리 166-19,37.7432033,126.8072915
과천시,전통시장,,,13837,경기도 과천시 별양상가 2로 20,경기도 과천시 별양동 1-18,37.42682749,126.9925561
양평군,전통시장,,,12585,경기도 양평군 양서면 양수로 150번길 3-15 일원,경기도 양평군 양서면 양수리 1060 일원,37.54507333,127.3197948
성남시,전통시장,,,13170,경기도 성남시 산성대로426번길 5,경기도 성남시 중원구 금광동 4622,37.45003252,127.1599062
동두천시,전통시장,,,11332,경기도 동두천시 큰시장로 64,경기도 동두천시 큰시장로 64,37.9007191,127.0505963
오산시,전통시장,,,18135,경기도 오산시 오산로 272번길 21,경기도 오산시 오산동 853-27,37.15132402,127.0709411
화성시,전통시장,,,18556,경기도 화성시 서신면 궁평항로 1049-24,경기도 화성시 서신면 궁평리689,37.11602908,126.6812748
안산시,전통시장,,,15288,경기도 안산시 상록구 예술광장로 1,경기도 안산시 상록구 월피동 445-1,37.32836149,126.8442393
평택시,전통시장,,,17893,경기도 평택시 통복시장로25번길 10,경기도 평택시 통복동 70-29,36.99782047,127.0850782
화성시,전통시장,,,18258,경기도 화성시 남양읍 남양시장로 61일원,경기도 화성시 남양리 1165-25,37.2090298,126.8159971
안산시,전통시장,,,15296,경기도 안산시 상록구 화랑로 513,경기도 안산시 상록구 성포동 583,37.32081608,126.8447219
파주시,전통시장,,,10929,경기도 파주시 문화로 89-1,경기도 파주시 금촌동 66-4,37.76224813,126.7748779
용인시,전통시장,,,16869,경기도 용인시 수지구 용구대로 2725의1,경기도 용인시 수지구 전동 1003-53,37.32876707,127.1080591
성남시,전통시장,,,13599,경기도 성남시 분당구 내정로 166번길 7-6,경기도 성남시 분당구 수내동 56,37.37311168,127.1204218
부천시,전통시장,,,14670,경기도 부천시 원미구 부일로749번길 31,경기도 부천시 원미구 역곡동 84-7,37.48757761,126.8118941
의왕시삼동,전통시장,,,16095,경기도 의왕시 부곡시장길 18,경기도 의왕시삼동 192-554,37.31946613,126.9507058
파주시,전통시장,,,10929,경기도 파주시 명동길 53,경기도 파주시 금촌동 323-1,37.76330716,126.7733425
고양시,전통시장,,,10510,경기도 고양시 덕양구 능곡로 12의 9,경기도 고양시 덕양구 토당동 347,37.62135086,126.8207792
부천시,전통시장,,,14605,경기도 부천시 부흥로200번길 25,경기도 부천시 중동 724,37.49497529,126.7645791
파주시,전통시장,,,10803,경기도 파주시 적성면 청송로 1023,경기도 파주시 적성면 마지리 46-8,37.9546091,126.9186694
남양주시,전통시장,,,12013,경기도 남양주시 진접읍 장현로 77의100,경기도 남양주시 장현리 380-15,37.71761594,127.1808911
안성시,전통시장,,,17519,경기도 안성시 죽산면 중서길 8-9,경기도 안성시 죽산면 죽산리 439-3,37.07598807,127.4233891
동두천시,전통시장,,,11328,경기도 동두천시 중앙로285번길 9,경기도 동두천시 생연동 607-27,37.90690224,127.0537404
수원시,전통시장,,,16262,경기도 수원시 팔달구 수원천로255번길 6 영동,경기도 수원시 팔달구 영동 8,37.27681569,127.0186603
가평군,전통시장,,,12465,경기도 가평군 설악면 신천중앙로 104-1,경기도 가평군 설악면 신천리 413-14,37.6773832,127.4921808
평택시,전통시장,,,17936,경기도 평택시 안중읍 안현로서3길 34,경기도 평택시 안중읍 안중리 269-3,36.98766163,126.927666
이천시,전통시장,,,17418,경기도 이천시 장호원읍 장감로77번길 14,경기도 이천시 장호원읍 오남리 3-1,37.11808847,127.6312509
의정부시,전통시장,,,11694,경기도 의정부시 시민로 157번길,경기도 의정부시 의정부동 30-8,37.73855004,127.0527082
고양시,전통시장,,,10463,경기도 고양시 덕양구 호국로 790번길 17,경기도 고양시 덕양구 성사동 697-14,37.65628101,126.8372528
연천군,전통시장,,,11033,경기도 연천군 전곡읍 전곡로172번길 4-15,경기도 연천군 전곡읍 전곡리 479-30,38.02715987,127.068161
수원시,전통시장,,,16264,경기도 수원시 팔달구 수원천로199번길 5 구천동,경기도 수원시 팔달구 구천동 86-1,37.27212246,127.0173593
성남시,전통시장,,,13600,경기도 성남시 분당구 돌마로 364,경기도 성남시 분당구 수내동 79-2,37.36998628,127.1236631
성남시,전통시장,,,13305,경기도 성남시 수정구 수정로 109,경기도 성남시 수정구 태평동 3681,37.44139765,127.132117
이천시,전통시장,,,17308,경기도 이천시 경충대로2993번길 24 사음동,경기도 이천시 사음동 509,37.2936788,127.411746
안양시,전통시장,,,13968,경기도 안양시 만안구 석천로 171번길 20,경기도 안양시 만안구 석수동 287,37.4128602,126.9079976
성남시,전통시장,,,13591,경기도 성남시 서현로210번길 20,경기도 성남시 서현동 248-5번지 1층,37.38585743,127.124037
안성시,전통시장,,,17581,경기도 안성시 장기로45번길 30,경기도 안성시 서인동 81,37.00656174,127.2687958
성남시,전통시장,,,13157,경기도 성남시 중원구 산성대로518번길 7,경기도 성남시 중원구 은행동 1565 1,37.45695509,127.1644337
수원시,전통시장,,,16262,경기도 수원시 팔달구 팔달문로4번길 19 영동,경기도 수원시 팔달구 영동 10-18,37.27668388,127.0179847
수원시,전통시장,,,16461,경기도 수원시 팔달구 매산로 2-10 매산로1가,경기도 수원시 팔달구 매산로1가 57-3,37.26630163,127.0023389
평택시,전통시장,,,17758,경기도 평택시 중앙시장로 16,경기도 평택시 신장동 317-70,37.07987951,127.0521948
안산시,전통시장,,,15387,경기도 안산시 단원구 화랑로 149,경기도 안산시 단원구 초지동 604-4,37.32537215,126.8050881
화성시,전통시장,,,18593,경기도 화성시 향남읍 평2길 7,경기도 화성시 향남읍 평리 81-51,37.13146319,126.9094607
시흥시,전통시장,,,15052,경기도 시흥시 정왕시장길 51 52,경기도 시흥시 정왕동 1202 1203,37.34580604,126.748569
동두천시,전통시장,,,11328,경기도 동두천시 정장로 11-12,경기도 동두천시 생연동 823,37.90517392,127.0522232
성남시,전통시장,,,13346,경기도 성남시 수정구 수정로214번길 6,경기도 성남시 수정구 신흥동 3436-10,37.44397935,127.1433869
안양시,전통시장,,,13996,경기도 안양시 만안구 안양로248번길23,경기도 안양시 만안구 안양동 622-337,37.39590755,126.9256147
의정부시,전통시장,,,11695,경기도 의정부시 시민로143번길 40,경기도 의정부시 의정부1동 148-5,37.73945051,127.0511829
포천시,전통시장,,,11106,경기도 포천시 영북면 영북로 177번길 25,경기도 포천시 영북면 운천리 531-5,38.08994227,127.2722253
안산시,전통시장,,,15541,경기도 안산시 상록구 석호로 315,경기도 안산시 상록구 본오동 871,37.29374921,126.8659882
성남시,대규모점포,돌고래시장,,13599,경기도 성남시 분당구 내정로174번길 42 (수내동),경기도 성남시분당구 수내동 53호,37.3711972,127.1220758
안산시,대규모점포,안산종합유통단지,,425850,경기도 안산시 단원구 산단로 348 (원곡동),경기도 안산시 단원구 원곡동 994번지,37.3266127,126.7867494
성남시,대규모점포,모란시장,,13377,경기도 성남시 중원구 둔촌대로69번길 8 (성남동),경기도 성남시중원구 성남동 4214호,37.4306354573,127.1274977308
의정부시,대규모점포,엘스퀘어,,11815,경기도 의정부시 용민로 493 (민락동),경기도 의정부시 민락동 905번지,37.7499996110,127.1185923281
수원시,대규모점포,홈플러스(주) 서수원점,,16393,경기도 수원시 권선구 금곡로 236 (금곡동),경기도 수원시 권선구 금곡동 1116번지 홈플러스,37.2744372277,126.9558834150
안산시,대규모점포,뉴코아아울렛안산점,,425020,"경기도 안산시 단원구 당곡로 20 (고잔동, 2001아울렛)",경기도 안산시단원구 고잔동 533번지,37.3187920562,126.8337980830
의왕시,대규모점포,롯데쇼핑(주)롯데마트 의왕점,,16036,경기도 의왕시 계원대학로 7 (내손동),경기도 의왕시 내손동 743호   ,37.3801646,126.9736162
안산시,대규모점포,트레이더스 홀세일클럽 안산점,,15402,"경기도 안산시 단원구 중앙대로 397, 이마트트레이더스 (신길동)",경기도 안산시 단원구 신길동 1687번지 이마트트레이더스,37.3311715243,126.7849927694
구리시,대규모점포,GS슈퍼 구리수택점,,11932,경기도 구리시 검배로 70 (수택동),경기도 구리시 수택동 488-6번지,37.5959382641,127.1458647811
화성시,대규모점포,라스플로레스,,18478,경기도 화성시 동탄대로 537 (오산동),경기도 화성시 오산동 1019,37.2022258061,127.0979268967
수원시,대규모점포,홈플러스테스코(주) 원천점,,16513,경기도 수원시 영통구 중부대로 437 (원천동),경기도 수원시영통구 원천동 177번지 1호,37.2700608855,127.0636056648
성남시,대규모점포,미래타운제2종합시장,,13587,경기도 성남시 분당구 불정로376번길 31 (서현동),경기도 성남시분당구 서현동 311호   ,37.3722872,127.1389103
군포시,대규모점포,홈플러스(주)익스프레스 군포오금점,,15869,"경기도 군포시 번영로 405, 가야아파트 종합상가 지하1층 1호 (산본동)",경기도 군포시 산본동 1155번지 1호 가야아파트 종합상가,37.3518466195,126.9250764212
